student_id,gender,age,city,area_type,university_name,department,program_level,semester,attendance_percentage,study_hours_per_day,previous_semester_gpa,current_cgpa,assignments_score,midterm_marks,final_exam_marks,sleep_hours,social_media_hours,part_time_job,internet_access_home,family_support,tuition_or_academy,hostel_resident,distance_from_university_km,transport_mode,electricity_availability_home,final_grade,pass_fail_status,risk_level
1126,Female,19,Karachi,Urban,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,1,74,4,,,67,62,65,7,4,No,Yes,YES,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk
1127,Male,21,Peshawar,Rural,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,4,64,3,2.1,2.3,55,50,53,8,5,Yes,Yes,Yes,No,Yes,0,Walk,Load Shedding,D,Pass,High Risk
1128,Female,24,Mardan,Urban,Sarhad University of Science and Information Technology,English,Undergraduate,7,91,6,3.6,3.7,88,84,87,6,2,No,Yes,Yes,Yes,No,8,University Bus,Regular,A,Pass,Low Risk
1129,Male,20,Swat,Rural,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,3,60,2,1.9,2.1,49,44,47,8,6, No,No,Yes,No,No,21,Public Transport,Load Shedding,F,Fail,High Risk
1130,Female,19,Peshawar,Urban,Sarhad University of Science and Information Technology,BSCS,Undergraduate,2,79,4,2.9,3.1,71,66,69,7,4,No,Yes,Yes,No,No,5,University Bus,Regular,C,Pass,Medium Risk
1131,Male,22,Charsadda,Rural,Sarhad University of Science and Information Technology,BSSE,Undergraduate,5,87,5,3.3,3.5,81,77,80,6,3,No,Yes,Yes,Yes,Yes,0,Walk,Load Shedding,B,Pass,Low Risk
1132,Female,21,Nowshera,Urban,Sarhad University of Science and Information Technology,BBA,Undergraduate,4,83,5,3.1,3.3,76,72,75,6,3,No,Yes, Yes,No,Yes,0,Walk,Regular,B,Pass,Low Risk
1133,Male,20,Peshawar,Urban,Sarhad University of Science and Information Technology,MBA,Graduate,2,89,6,3.4,3.6,84,80,83,6,2,No,Yes,Yes,Yes,No,4,Private Transport,Regular,B,Pass,Low Risk
1134,Female,23,Lahore,Urban,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,6,92,6,3.6,3.7,89,85,88,6,2,No,Yes,Yes,No,Yes,0,Walk,Regular,A,Pass,Low Risk
1135,Male,19,Karachi,Urban,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,1,76,4,,,69,64,67,7,4,No,Yes,Yes,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk
1136,Female,21,Peshawar,Rural,Sarhad University of Science and Information Technology,English,Undergraduate,4,70,3,2.5,2.7,62,57,60,7,5,No,Yes,Yes,No,Yes,0,Walk,Load Shedding,C,Pass,Medium Risk
1137,Male,24,Mardan,Urban,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,7,88,5,3.4,3.6,82,78,81,6,3,No,Yes, yes ,Yes,No,7,University Bus,Regular,B,Pass,Low Risk
1138,Female,20,Swat,Rural,Sarhad University of Science and Information Technology,BSCS,Undergraduate,3,57,2,1.8,2.0,46,41,44,9,6,Yes,No,No,No,No,20,Public Transport,Load Shedding,F,Fail,High Risk
1139,Male,19,Peshawar,Urban,Sarhad University of Science and Information Technology,BSSE,Undergraduate,2,82,5,3.0,3.2,75,71,74,6,3,No,Yes,Yes,Yes,No,6,University Bus,Regular,B,Pass,Low Risk
1140,Female,22,Charsadda,Rural,Sarhad University of Science and Information Technology,BBA,Undergraduate,5,66,3,2.2,2.4,57,52,55,8,5,Yes,Yes,Yes,No,No,23,Public Transport,Load Shedding,D,Pass,High Risk
1141,Male,21,Nowshera,Urban,Sarhad University of Science and Information Technology,MBA,Graduate,2,90,6,3.5,3.7,86,82,85,6,2,No,Yes,Yes,No,Yes,0,Walk,Regular,A,Pass,Low Risk
1142,Female,20,Peshawar,Urban,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,3,84,5,3.1,3.3,77,73,76,6,3,No,Yes,YES,Yes,No,5,Private Transport,Regular,B,Pass,Low Risk
1143,Male,23,Lahore,Urban,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,6,91,6,3.6,3.7,88,84,87,6,2,No,Yes,Yes,No,Yes,0,Walk,Regular,A,Pass,Low Risk
1144,Female,19,Karachi,Urban,Sarhad University of Science and Information Technology,English,Undergraduate,1,73,4,,,66,61,64,7,4,No,Yes,Yes,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk
1145,Male,21,Peshawar,Rural,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,4,63,2,2.0,2.2,52,47,50,8,6,Yes,No,Yes,No,Yes,0,Walk,Load Shedding,D,Pass,High Risk
1146,Female,22,Mardan,Urban,Sarhad University of Science and Information Technology,BSCS,Undergraduate,5,86,5,3.2,3.4,79,75,78,6,3,No,Yes, Yes ,Yes,No,8,University Bus,Regular,B,Pass,Low Risk
1147,Male,20,Swat,Rural,Sarhad University of Science and Information Technology,BSSE,Undergraduate,3,54,2,1.6,1.8,43,38,41,9,7,Yes,No,No,No,No,19,Public Transport,Load Shedding,F,Fail,High Risk
1148,Female,19,Peshawar,Urban,Sarhad University of Science and Information Technology,BBA,Undergraduate,2,78,4,2.8,3.0,70,65,68,7,4,No,Yes,Yes,No,No,6,University Bus,Regular,C,Pass,Medium Risk
1149,Male,24,Charsadda,Rural,Sarhad University of Science and Information Technology,MBA,Graduate,3,89,6,3.4,3.6,84,80,83,6,2,No,Yes,Yes,Yes,Yes,0,Walk,Load Shedding,B,Pass,Low Risk
1150,Female,21,Nowshera,Urban,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,4,82,5,3.0,3.2,75,71,74,6,3,No,Yes,Yes,No,Yes,0,Walk,Regular,B,Pass,Low Risk
1151,Male,20,Peshawar,Urban,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,3,87,5,3.3,3.5,81,77,80,6,3,No,Yes, yes ,Yes,No,4,Private Transport,Regular,B,Pass,Low Risk
1152,Female,22,Lahore,Urban,Sarhad University of Science and Information Technology,English,Undergraduate,5,93,7,3.7,3.8,90,86,89,5,1,No,Yes,Yes,No,Yes,0,Walk,Regular,A,Pass,Low Risk
1153,Male,19,Karachi,Urban,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,2,77,4,2.8,3.0,69,64,67,7,4,No,Yes,Yes,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk
1154,Female,21,Peshawar,Rural,Sarhad University of Science and Information Technology,BSCS,Undergraduate,4,69,3,2.4,2.6,60,55,58,8,5,No,Yes,Yes,No,Yes,0,Walk,Load Shedding,C,Pass,Medium Risk
1155,Male,23,Mardan,Urban,Sarhad University of Science and Information Technology,BSSE,Undergraduate,6,88,5,3.4,3.6,82,78,81,6,3,No,Yes,Yes,Yes,No,7,University Bus,Regular,B,Pass,Low Risk
1156,Female,20,Swat,Rural,Sarhad University of Science and Information Technology,BBA,Undergraduate,3,61,2,1.9,2.1,50,45,48,8,6, Yes,Yes,No,No,No,21,Public Transport,Load Shedding,D,Pass,High Risk
1157,Male,19,Peshawar,Urban,Sarhad University of Science and Information Technology,MBA,Graduate,1,75,4,,,68,63,66,7,4,No,Yes,Yes,No,No,5,University Bus,Regular,C,Pass,Medium Risk
1158,Female,24,Charsadda,Rural,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,7,90,6,3.5,3.7,86,82,85,6,2,No,Yes,Yes,Yes,Yes,0,Walk,Load Shedding,A,Pass,Low Risk
1159,Male,21,Nowshera,Urban,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,4,85,5,3.2,3.4,78,74,77,6,3,No,Yes,YES,No,Yes,0,Walk,Regular,B,Pass,Low Risk
1160,Female,20,Peshawar,Urban,Sarhad University of Science and Information Technology,English,Undergraduate,3,83,5,3.1,3.3,76,72,75,6,3,No,Yes,Yes,Yes,No,4,Private Transport,Regular,B,Pass,Low Risk
1161,Male,22,Lahore,Urban,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,5,91,6,3.6,3.7,88,84,87,6,2,No,Yes, Yes ,No,Yes,0,Walk,Regular,A,Pass,Low Risk
1162,Female,19,Karachi,Urban,Sarhad University of Science and Information Technology,BSCS,Undergraduate,2,76,4,2.7,2.9,68,63,66,7,4,No,Yes,Yes,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk
1163,Male,21,Peshawar,Rural,Sarhad University of Science and Information Technology,BSSE,Undergraduate,4,58,2,1.8,2.0,47,42,45,9,6,Yes,No,Yes,No,Yes,0,Walk,Load Shedding,F,Fail,High Risk
1164,Female,23,Mardan,Urban,Sarhad University of Science and Information Technology,BBA,Undergraduate,6,87,5,3.3,3.5,81,77,80,6,3,No,Yes,Yes,Yes,No,8,University Bus,Regular,B,Pass,Low Risk
1165,Male,20,Swat,Rural,Sarhad University of Science and Information Technology,MBA,Graduate,2,55,2,1.7,1.9,44,39,42,9,7,Yes,No,No,No,No,20,Public Transport,Load Shedding,F,Fail,High Risk
1166,Female,19,Peshawar,Urban,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,1,74,4,,,67,62,65,7,4,No,Yes, yes ,No,No,6,University Bus,Regular,C,Pass,Medium Risk
1167,Male,24,Charsadda,Rural,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,7,89,6,3.4,3.6,84,80,83,6,2,No,Yes,Yes,Yes,Yes,0,Walk,Load Shedding,B,Pass,Low Risk
1168,Female,21,Nowshera,Urban,Sarhad University of Science and Information Technology,English,Undergraduate,4,82,5,3.0,3.2,75,71,74,6,3,No,Yes,Yes,No,Yes,0,Walk,Regular,B,Pass,Low Risk
1169,Male,20,Peshawar,Urban,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,3,88,5,3.4,3.6,82,78,81,6,3,No,Yes,Yes,Yes,No,5,Private Transport,Regular,B,Pass,Low Risk
1170,Female,22,Lahore,Urban,Sarhad University of Science and Information Technology,BSCS,Undergraduate,5,92,6,3.6,3.7,89,85,88,6,2,No,Yes,Yes,No,Yes,0,Walk,Regular,A,Pass,Low Risk
1171,Male,19,Karachi,Urban,Sarhad University of Science and Information Technology,BSSE,Undergraduate,2,79,4,2.9,3.1,71,66,69,7,4,No,Yes,YES,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk
1172,Female,21,Peshawar,Rural,Sarhad University of Science and Information Technology,BBA,Undergraduate,4,67,3,2.3,2.5,58,53,56,8,5,Yes,Yes,Yes,No,Yes,0,Walk,Load Shedding,D,Pass,High Risk
1173,Male,23,Mardan,Urban,Sarhad University of Science and Information Technology,MBA,Graduate,3,90,6,3.5,3.7,86,82,85,6,2,No,Yes,Yes,Yes,No,7,University Bus,Regular,A,Pass,Low Risk
1174,Female,20,Swat,Rural,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,3,64,3,2.1,2.3,55,50,53,8,5,Yes,Yes,Yes,No,No,19,Public Transport,Load Shedding,D,Pass,High Risk
1175,Male,19,Peshawar,Urban,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,1,80,5,,,72,68,71,7,3,No,Yes, Yes ,Yes,No,6,University Bus,Regular,B,Pass,Low Risk
1176,Female,22,Charsadda,Rural,Sarhad University of Science and Information Technology,English,Undergraduate,5,56,2,1.7,1.9,45,40,43,9,7,Yes,No,No,No,No,22,Public Transport,Load Shedding,F,Fail,High Risk
1177,Male,21,Nowshera,Urban,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,4,85,5,3.2,3.4,78,74,77,6,3,No,Yes,Yes,No,Yes,0,Walk,Regular,B,Pass,Low Risk
1178,Female,20,Peshawar,Urban,Sarhad University of Science and Information Technology,BSCS,Undergraduate,3,84,5,3.1,3.3,77,73,76,6,3,No,Yes,Yes,Yes,No,4,Private Transport,Regular,B,Pass,Low Risk
1179,Male,24,Lahore,Urban,Sarhad University of Science and Information Technology,BSSE,Undergraduate,7,91,6,3.6,3.7,88,84,87,6,2,No,Yes, yes ,No,Yes,0,Walk,Regular,A,Pass,Low Risk
1180,Female,19,Karachi,Urban,Sarhad University of Science and Information Technology,BBA,Undergraduate,2,77,4,2.8,3.0,69,64,67,7,4,No,Yes,Yes,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk
1181,Male,21,Peshawar,Rural,Sarhad University of Science and Information Technology,MBA,Graduate,2,62,2,2.0,2.2,51,46,49,8,6,Yes,No,Yes,No,Yes,0,Walk,Load Shedding,D,Pass,High Risk
1182,Female,22,Mardan,Urban,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,5,86,5,3.2,3.4,79,75,78,6,3,No,Yes,Yes,Yes,No,8,University Bus,Regular,B,Pass,Low Risk
1183,Male,20,Swat,Rural,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,3,59,2,1.8,2.0,47,42,45,9,6, no ,Yes,No,No,No,21,Public Transport,Load Shedding,F,Fail,High Risk
1184,Female,19,Peshawar,Urban,Sarhad University of Science and Information Technology,English,Undergraduate,1,73,4,,,66,61,64,7,4,No,Yes,Yes,No,No,5,University Bus,Regular,C,Pass,Medium Risk
1185,Male,23,Charsadda,Rural,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,6,88,5,3.4,3.6,82,78,81,6,3,No,Yes,Yes,Yes,Yes,0,Walk,Load Shedding,B,Pass,Low Risk
1186,Female,21,Nowshera,Urban,Sarhad University of Science and Information Technology,BSCS,Undergraduate,4,83,5,3.1,3.3,76,72,75,6,3,No,Yes,YES,No,Yes,0,Walk,Regular,B,Pass,Low Risk
1187,Male,20,Peshawar,Urban,Sarhad University of Science and Information Technology,BSSE,Undergraduate,3,89,6,3.4,3.6,84,80,83,6,2,No,Yes,Yes,Yes,No,4,Private Transport,Regular,B,Pass,Low Risk
1188,Female,22,Lahore,Urban,Sarhad University of Science and Information Technology,BBA,Undergraduate,5,93,7,3.7,3.8,90,86,89,5,1,No,Yes, Yes ,No,Yes,0,Walk,Regular,A,Pass,Low Risk
1189,Male,19,Karachi,Urban,Sarhad University of Science and Information Technology,MBA,Graduate,1,76,4,,,69,64,67,7,4,No,Yes,Yes,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk
1190,Female,21,Peshawar,Rural,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,4,68,3,2.3,2.5,59,54,57,8,5,Yes,Yes,Yes,No,Yes,0,Walk,Load Shedding,D,Pass,High Risk
1191,Male,24,Mardan,Urban,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,7,90,6,3.5,3.7,86,82,85,6,2,No,Yes,Yes,Yes,No,7,University Bus,Regular,A,Pass,Low Risk
1192,Female,20,Swat,Rural,Sarhad University of Science and Information Technology,English,Undergraduate,3,71,4,2.5,2.7,63,58,61,7,4,No,Yes,Yes,No,No,20,Public Transport,Load Shedding,C,Pass,Medium Risk
1193,Male,19,Peshawar,Urban,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,2,81,5,2.9,3.1,74,70,73,7,3,No,Yes, yes ,Yes,No,6,University Bus,Regular,B,Pass,Low Risk
1194,Female,23,Charsadda,Rural,Sarhad University of Science and Information Technology,BSCS,Undergraduate,6,57,2,1.7,1.9,46,41,44,9,7,Yes,No,No,No,No,23,Public Transport,Load Shedding,F,Fail,High Risk
1195,Male,21,Nowshera,Urban,Sarhad University of Science and Information Technology,BSSE,Undergraduate,4,87,5,3.3,3.5,81,77,80,6,3,No,Yes,Yes,No,Yes,0,Walk,Regular,B,Pass,Low Risk
1196,Female,20,Peshawar,Urban,Sarhad University of Science and Information Technology,BBA,Undergraduate,3,85,5,3.2,3.4,78,74,77,6,3,No,Yes,Yes,Yes,No,5,Private Transport,Regular,B,Pass,Low Risk
1197,Male,22,Lahore,Urban,Sarhad University of Science and Information Technology,MBA,Graduate,3,92,6,3.6,3.7,89,85,88,6,2,No,Yes,Yes,No,Yes,0,Walk,Regular,A,Pass,Low Risk
1198,Female,19,Karachi,Urban,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,1,74,4,,,67,62,65,7,4,No,Yes,YES,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk
1199,Male,21,Peshawar,Rural,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,4,65,3,2.2,2.4,56,51,54,8,5,Yes,Yes,Yes,No,Yes,0,Walk,Load Shedding,D,Pass,High Risk
1200,Female,24,Mardan,Urban,Sarhad University of Science and Information Technology,English,Undergraduate,7,91,6,3.6,3.7,88,84,87,6,2,No,Yes,Yes,Yes,No,8,University Bus,Regular,A,Pass,Low Risk
1201,Male,20,Swat,Rural,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,3,60,2,1.9,2.1,49,44,47,8,6, No,No,Yes,No,No,19,Public Transport,Load Shedding,F,Fail,High Risk
1202,Female,19,Peshawar,Urban,Sarhad University of Science and Information Technology,BSCS,Undergraduate,2,78,4,2.8,3.0,70,65,68,7,4,No,Yes,Yes,No,No,6,University Bus,Regular,C,Pass,Medium Risk
1203,Male,22,Charsadda,Rural,Sarhad University of Science and Information Technology,BSSE,Undergraduate,5,86,5,3.2,3.4,79,75,78,6,3,No,Yes,Yes,Yes,Yes,0,Walk,Load Shedding,B,Pass,Low Risk
1204,Female,21,Nowshera,Urban,Sarhad University of Science and Information Technology,BBA,Undergraduate,4,82,5,3.0,3.2,75,71,74,6,3,No,Yes, Yes,No,Yes,0,Walk,Regular,B,Pass,Low Risk
1205,Male,20,Peshawar,Urban,Sarhad University of Science and Information Technology,MBA,Graduate,2,88,6,3.4,3.6,82,78,81,6,2,No,Yes,Yes,Yes,No,4,Private Transport,Regular,B,Pass,Low Risk
1206,Female,23,Lahore,Urban,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,6,93,7,3.7,3.8,90,86,89,5,1,No,Yes,Yes,No,Yes,0,Walk,Regular,A,Pass,Low Risk
1207,Male,19,Karachi,Urban,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,1,75,4,,,68,63,66,7,4,No,Yes,Yes,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk
1208,Female,21,Peshawar,Rural,Sarhad University of Science and Information Technology,English,Undergraduate,4,69,3,2.4,2.6,60,55,58,8,5,No,Yes,Yes,No,Yes,0,Walk,Load Shedding,C,Pass,Medium Risk
1209,Male,24,Mardan,Urban,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,7,89,5,3.4,3.6,84,80,83,6,2,No,Yes, yes ,Yes,No,7,University Bus,Regular,B,Pass,Low Risk
1210,Female,20,Swat,Rural,Sarhad University of Science and Information Technology,BSCS,Undergraduate,3,58,2,1.8,2.0,47,42,45,9,6,Yes,No,No,No,No,21,Public Transport,Load Shedding,F,Fail,High Risk
1211,Male,19,Peshawar,Urban,Sarhad University of Science and Information Technology,BSSE,Undergraduate,2,81,5,3.0,3.2,74,70,73,6,3,No,Yes,Yes,Yes,No,5,University Bus,Regular,B,Pass,Low Risk
1212,Female,22,Charsadda,Rural,Sarhad University of Science and Information Technology,BBA,Undergraduate,5,67,3,2.3,2.5,58,53,56,8,5,Yes,Yes,Yes,No,No,22,Public Transport,Load Shedding,D,Pass,High Risk
1213,Male,21,Nowshera,Urban,Sarhad University of Science and Information Technology,MBA,Graduate,2,90,6,3.5,3.7,86,82,85,6,2,No,Yes,Yes,No,Yes,0,Walk,Regular,A,Pass,Low Risk
1214,Female,20,Peshawar,Urban,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,3,83,5,3.1,3.3,76,72,75,6,3,No,Yes,YES,Yes,No,4,Private Transport,Regular,B,Pass,Low Risk
1215,Male,23,Lahore,Urban,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,6,91,6,3.6,3.7,88,84,87,6,2,No,Yes,Yes,No,Yes,0,Walk,Regular,A,Pass,Low Risk
1216,Female,19,Karachi,Urban,Sarhad University of Science and Information Technology,English,Undergraduate,1,72,4,,,65,60,63,7,4,No,Yes,Yes,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk
1217,Male,21,Peshawar,Rural,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,4,64,2,2.1,2.3,55,50,53,8,5,Yes,No,Yes,No,Yes,0,Walk,Load Shedding,D,Pass,High Risk
1218,Female,22,Mardan,Urban,Sarhad University of Science and Information Technology,BSCS,Undergraduate,5,87,5,3.3,3.5,81,77,80,6,3,No,Yes, Yes ,Yes,No,8,University Bus,Regular,B,Pass,Low Risk
1219,Male,20,Swat,Rural,Sarhad University of Science and Information Technology,BSSE,Undergraduate,3,55,2,1.6,1.8,44,39,42,9,7,Yes,No,No,No,No,20,Public Transport,Load Shedding,F,Fail,High Risk
1220,Female,19,Peshawar,Urban,Sarhad University of Science and Information Technology,BBA,Undergraduate,2,77,4,2.8,3.0,69,64,67,7,4,No,Yes,Yes,No,No,6,University Bus,Regular,C,Pass,Medium Risk
1221,Male,24,Charsadda,Rural,Sarhad University of Science and Information Technology,MBA,Graduate,3,88,6,3.4,3.6,82,78,81,6,2,No,Yes,Yes,Yes,Yes,0,Walk,Load Shedding,B,Pass,Low Risk
1222,Female,21,Nowshera,Urban,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,4,82,5,3.0,3.2,75,71,74,6,3,No,Yes,Yes,No,Yes,0,Walk,Regular,B,Pass,Low Risk
1223,Male,20,Peshawar,Urban,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,3,86,5,3.2,3.4,79,75,78,6,3,No,Yes, yes ,Yes,No,5,Private Transport,Regular,B,Pass,Low Risk
1224,Female,22,Lahore,Urban,Sarhad University of Science and Information Technology,English,Undergraduate,5,92,6,3.6,3.7,89,85,88,6,2,No,Yes,Yes,No,Yes,0,Walk,Regular,A,Pass,Low Risk
1225,Male,19,Karachi,Urban,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,2,76,4,2.7,2.9,68,63,66,7,4,No,Yes,Yes,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk
1226,Female,21,Peshawar,Rural,Sarhad University of Science and Information Technology,BSCS,Undergraduate,4,68,3,2.3,2.5,59,54,57,8,5,Yes,Yes,Yes,No,Yes,0,Walk,Load Shedding,D,Pass,High Risk
1227,Male,23,Mardan,Urban,Sarhad University of Science and Information Technology,BSSE,Undergraduate,6,89,5,3.4,3.6,84,80,83,6,2,No,Yes,Yes,Yes,No,7,University Bus,Regular,B,Pass,Low Risk
1228,Female,20,Swat,Rural,Sarhad University of Science and Information Technology,BBA,Undergraduate,3,61,2,1.9,2.1,50,45,48,8,6, Yes,Yes,No,No,No,19,Public Transport,Load Shedding,D,Pass,High Risk
1229,Male,19,Peshawar,Urban,Sarhad University of Science and Information Technology,MBA,Graduate,1,74,4,,,67,62,65,7,4,No,Yes,Yes,No,No,6,University Bus,Regular,C,Pass,Medium Risk
1230,Female,24,Charsadda,Rural,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,7,90,6,3.5,3.7,86,82,85,6,2,No,Yes,Yes,Yes,Yes,0,Walk,Load Shedding,A,Pass,Low Risk
1231,Male,21,Nowshera,Urban,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,4,84,5,3.1,3.3,77,73,76,6,3,No,Yes,YES,No,Yes,0,Walk,Regular,B,Pass,Low Risk
1232,Female,20,Peshawar,Urban,Sarhad University of Science and Information Technology,English,Undergraduate,3,82,5,3.0,3.2,75,71,74,6,3,No,Yes,Yes,Yes,No,4,Private Transport,Regular,B,Pass,Low Risk
1233,Male,22,Lahore,Urban,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,5,91,6,3.6,3.7,88,84,87,6,2,No,Yes, Yes ,No,Yes,0,Walk,Regular,A,Pass,Low Risk
1234,Female,19,Karachi,Urban,Sarhad University of Science and Information Technology,BSCS,Undergraduate,2,78,4,2.8,3.0,70,65,68,7,4,No,Yes,Yes,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk
1235,Male,21,Peshawar,Rural,Sarhad University of Science and Information Technology,BSSE,Undergraduate,4,59,2,1.8,2.0,48,43,46,9,6,Yes,No,Yes,No,Yes,0,Walk,Load Shedding,F,Fail,High Risk
1236,Female,23,Mardan,Urban,Sarhad University of Science and Information Technology,BBA,Undergraduate,6,88,5,3.4,3.6,82,78,81,6,3,No,Yes,Yes,Yes,No,8,University Bus,Regular,B,Pass,Low Risk
1237,Male,20,Swat,Rural,Sarhad University of Science and Information Technology,MBA,Graduate,2,56,2,1.7,1.9,45,40,43,9,7,Yes,No,No,No,No,21,Public Transport,Load Shedding,F,Fail,High Risk
1238,Female,19,Peshawar,Urban,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,1,73,4,,,66,61,64,7,4,No,Yes, yes ,No,No,5,University Bus,Regular,C,Pass,Medium Risk
1239,Male,24,Charsadda,Rural,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,7,87,5,3.3,3.5,81,77,80,6,3,No,Yes,Yes,Yes,Yes,0,Walk,Load Shedding,B,Pass,Low Risk
1240,Female,21,Nowshera,Urban,Sarhad University of Science and Information Technology,English,Undergraduate,4,83,5,3.1,3.3,76,72,75,6,3,No,Yes,Yes,No,Yes,0,Walk,Regular,B,Pass,Low Risk
1241,Male,20,Peshawar,Urban,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,3,89,6,3.4,3.6,84,80,83,6,2,No,Yes,Yes,Yes,No,4,Private Transport,Regular,B,Pass,Low Risk
1242,Female,22,Lahore,Urban,Sarhad University of Science and Information Technology,BSCS,Undergraduate,5,93,7,3.7,3.8,90,86,89,5,1,No,Yes,Yes,No,Yes,0,Walk,Regular,A,Pass,Low Risk
1243,Male,19,Karachi,Urban,Sarhad University of Science and Information Technology,BSSE,Undergraduate,2,77,4,2.8,3.0,69,64,67,7,4,No,Yes,YES,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk
1244,Female,21,Peshawar,Rural,Sarhad University of Science and Information Technology,BBA,Undergraduate,4,66,3,2.2,2.4,57,52,55,8,5,Yes,Yes,Yes,No,Yes,0,Walk,Load Shedding,D,Pass,High Risk
1245,Male,23,Mardan,Urban,Sarhad University of Science and Information Technology,MBA,Graduate,3,90,6,3.5,3.7,86,82,85,6,2,No,Yes,Yes,Yes,No,7,University Bus,Regular,A,Pass,Low Risk
1246,Female,20,Swat,Rural,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,3,63,3,2.0,2.2,54,49,52,8,5,Yes,Yes,Yes,No,No,20,Public Transport,Load Shedding,D,Pass,High Risk
1247,Male,19,Peshawar,Urban,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,1,79,4,,,71,66,69,7,3,No,Yes, Yes ,Yes,No,6,University Bus,Regular,C,Pass,Medium Risk
1248,Female,22,Charsadda,Rural,Sarhad University of Science and Information Technology,English,Undergraduate,5,57,2,1.7,1.9,46,41,44,9,7,Yes,No,No,No,No,23,Public Transport,Load Shedding,F,Fail,High Risk
1249,Male,21,Nowshera,Urban,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,4,86,5,3.2,3.4,79,75,78,6,3,No,Yes,Yes,No,Yes,0,Walk,Regular,B,Pass,Low Risk
1250,Female,20,Peshawar,Urban,Sarhad University of Science and Information Technology,BSCS,Undergraduate,3,85,5,3.2,3.4,78,74,77,6,3,No,Yes,Yes,Yes,No,5,Private Transport,Regular,B,Pass,Low Risk
1251,Male,24,Lahore,Urban,Sarhad University of Science and Information Technology,BSSE,Undergraduate,7,92,6,3.6,3.7,89,85,88,6,2,No,Yes, yes ,No,Yes,0,Walk,Regular,A,Pass,Low Risk
1252,Female,19,Karachi,Urban,Sarhad University of Science and Information Technology,BBA,Undergraduate,2,76,4,2.7,2.9,68,63,66,7,4,No,Yes,Yes,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk
